inserted_at,program_id,journey_datetime,content_type,session_id,id,mode,confidence_intervals,lost_frames,timestamp,beginning_saturation_event_id,final_saturation_event_id,saturation_events,codec,scan_type,duration,bitrate,frame_rate,width,height,pts,n_frames_metric,pix_format,temp_inf_max,temp_inf_min,temp_inf_std,temp_inf_median,temp_inf_avg,spat_inf_max,spat_inf_min,spat_inf_std,spat_inf_median,spat_inf_avg,blurring_max,blurring_min,blurring_std,blurring_median,blurring_avg,brightness_Y_max,brightness_Y_min,brightness_Y_std,brightness_Y_median,brightness_Y_avg,brightness_Cr_max,brightness_Cr_min,brightness_Cr_std,brightness_Cr_median,brightness_Cr_avg,brightness_Cb_max,brightness_Cb_min,brightness_Cb_std,brightness_Cb_median,brightness_Cb_avg,brightness_sat_max,brightness_sat_min,brightness_sat_std,brightness_sat_median,brightness_sat_avg,contrast_Y_max,contrast_Y_min,contrast_Y_std,contrast_Y_median,contrast_Y_avg,contrast_Cr_max,contrast_Cr_min,contrast_Cr_std,contrast_Cr_median,contrast_Cr_avg,contrast_Cb_max,contrast_Cb_min,contrast_Cb_std,contrast_Cb_median,contrast_Cb_avg,contrast_sat_max,contrast_sat_min,contrast_sat_std,contrast_sat_median,contrast_sat_avg,blockloss_max,blockloss_min,blockloss_std,blockloss_median,blockloss_avg,blocking_max,blocking_min,blocking_std,blocking_median,blocking_avg,blocking_frames,ringing_max,ringing_min,ringing_std,ringing_median,ringing_avg,beginning_static_image_event_id,final_static_image_event_id,static_image_events,beginning_under_exposure_event_id,final_under_exposure_event_id,under_exposure_events,beginning_black_image_event_id,final_black_image_event_id,black_image_events,beginning_bright_event_id,final_bright_event_id,bright_events,beginning_over_exposure_event_id,final_over_exposure_event_id,over_exposure_events,strategy,percentage,mos,loss_prob,analysed,beginning_black_scene_event_id,final_black_scene_event_id,black_scene_events,beginning_contrast_event_id,final_contrast_event_id,contrast_events,beginning_dark_event_id,final_dark_event_id,dark_events,audio_codec,audio_sample_rate,audio_channels,audio_bitrate,url,program_number,program_name,service_name,service_provider,nb_streams,alerts
1651850400054,62753ca0e3864f57e95e9c19,2022-05-06 00:00:00+02:00,live,6275192fd5f2191380c9e9a7,62753ca0e3864f57e95e9c1a,super_exhaustive,"[2.67, 4.81]",0,2022-05-06 17:19:56 CEST,,,,h264,interlaced,3.0,5139.57861328125,25,1920,1080.0,3443586135,75,yuv420p,26.85809326171875,9.117830276489258,4.3526611328125,14.668206214904785,16.04500961303711,86.84071350097656,49.53917694091797,10.718521118164062,53.711185455322266,59.99411392211914,1663.01220703125,242.05239868164062,296.9310302734375,498.0075988769531,621.8260498046875,77.87295532226562,73.47328186035156,1.1801954507827759,74.96330261230469,75.16844940185547,122.6877670288086,119.36580657958984,0.801189124584198,120.70375061035156,120.79582977294922,136.15382385253906,134.60012817382812,0.3888266980648041,135.57012939453125,135.49330139160156,124.61927032470703,115.8092269897461,2.394190549850464,122.41519927978516,121.37242126464844,43.13984298706055,40.85197448730469,0.6953418850898743,42.19274139404297,42.12691879272461,27.65557289123535,23.889787673950195,1.00855553150177,26.32508087158203,26.27366828918457,15.739163398742676,14.480890274047852,0.29590651392936707,15.252306938171387,15.253374099731445,67.34199523925781,62.73051834106445,1.0696361064910889,64.92639923095703,64.92337036132812,0.0,0.0,0.0,0.0,0.0,0.13271604478359222,0.0,0.027291372418403625,0.03703703731298447,0.04283950477838516,0,4.9487833976745605,2.3352532386779785,0.712627649307251,3.287508487701416,3.4363350868225098,,,,,,,,,,,,,,,,stacking,95%,3.74,0.071,True,,,,,,,,,,eac3,48000.0,2.0,0.25600001215934753,udp://224.0.1.3:5678,534,Servir y proteger,La 1 HD,RTVE,16.0,[]
1651850403241,62753ca0e3864f57e95e9c19,2022-05-06 00:00:00+02:00,live,6275192fd5f2191380c9e9a7,62753ca3e3864f57e95e9c1b,super_exhaustive,"[2.49, 4.63]",0,2022-05-06 17:19:59 CEST,,,,h264,interlaced,3.0,3336.887939453125,25,1920,1080.0,3443856135,75,yuv420p,41.16045379638672,1.737042784690857,12.045699119567871,17.7572021484375,15.42358112335205,94.51724243164062,45.84923553466797,22.318052291870117,49.97570037841797,67.17250061035156,12361.70703125,406.5962219238281,1429.0986328125,605.9144897460938,1017.7992553710938,93.54036712646484,75.03123474121094,7.588605880737305,82.58956146240234,84.82765197753906,162.55592346191406,119.239501953125,20.19891357421875,123.2923355102539,139.2099151611328,135.86660766601562,114.66856384277344,10.102517127990723,134.64598083496094,126.27996063232422,151.95550537109375,114.12032318115234,16.505022048950195,123.47149658203125,133.0856475830078,46.422855377197266,37.84895324707031,2.6940484046936035,40.658935546875,40.4967155456543,32.181888580322266,24.781688690185547,1.202582597732544,27.277606964111328,27.190589904785156,17.92730140686035,14.34455394744873,0.6310476064682007,15.61181640625,15.517560005187988,68.56177520751953,41.385887145996094,11.777223587036133,63.6150016784668,55.512596130371094,0.012437811121344566,0.0,0.001436194870620966,0.0,0.00016583748220000416,0.2253086417913437,0.009259259328246117,0.05084427446126938,0.05864197388291359,0.06781892478466034,0,16.757619857788086,2.461780548095703,6.531540870666504,3.4365439414978027,8.630966186523438,1206,1208,"[{'static_image_event_id': 1206, 'consecutive_static_image_frames': 2, 'status': False}, {'static_image_event_id': 1207, 'consecutive_static_image_frames': 3, 'status': False}, {'static_image_event_id': 1208, 'consecutive_static_image_frames': 2, 'status': False}]",,,,,,,,,,,,,stacking,95%,3.56,0.111,True,,,,,,,,,,eac3,48000.0,2.0,0.25600001215934753,udp://224.0.1.3:5678,534,Servir y proteger,La 1 HD,RTVE,16.0,[]
1651850405936,62753ca0e3864f57e95e9c19,2022-05-06 00:00:00+02:00,live,6275192fd5f2191380c9e9a7,62753ca5d1aa99e02dd2d278,super_exhaustive,"[2.61, 4.75]",0,2022-05-06 17:20:03 CEST,,,,h264,interlaced,3.0,2415.008056640625,25,1920,1080.0,3444126135,75,yuv420p,4.970729827880859,2.448668956756592,0.4976584315299988,3.6035079956054688,3.6205968856811523,93.5129623413086,90.12671661376953,0.5797551274299622,92.56317901611328,92.53604125976562,500.7914733886719,431.04315185546875,14.696497917175293,469.4542541503906,469.6795959472656,93.47595977783203,92.9146728515625,0.11217659711837769,93.0930404663086,93.11286926269531,162.5246124267578,162.09378051757812,0.09069371223449707,162.20021057128906,162.2210235595703,114.97795104980469,114.50604248046875,0.09153836220502853,114.6602783203125,114.66191101074219,152.32643127441406,151.2521514892578,0.2283981889486313,151.94068908691406,151.8950653076172,37.97465133666992,37.6561164855957,0.04817543178796768,37.88640594482422,37.878700256347656,27.3367919921875,27.195240020751953,0.04122273251414299,27.269302368164062,27.264440536499023,16.096967697143555,15.958885192871094,0.02518358826637268,16.020524978637695,16.02118682861328,42.3483772277832,41.400020599365234,0.21825182437896729,42.10918426513672,42.05215835571289,0.024875622242689133,0.0,0.010553832165896893,0.0,0.007960198447108269,0.040123455226421356,0.012345679104328156,0.007698064669966698,0.02469135820865631,0.024979423731565475,0,16.745920181274414,15.297374725341797,0.37261611223220825,16.19186019897461,16.0833740234375,,,,,,,,,,,,,,,,stacking,95%,3.68,0.18,True,,,,,,,,,,eac3,48000.0,2.0,0.25600001215934753,udp://224.0.1.3:5678,534,Servir y proteger,La 1 HD,RTVE,16.0,[]
1651850408959,62753ca0e3864f57e95e9c19,2022-05-06 00:00:00+02:00,live,6275192fd5f2191380c9e9a7,62753ca9e3864f57e95e9c1c,super_exhaustive,"[2.56, 4.7]",0,2022-05-06 17:20:05 CEST,,,,h264,interlaced,3.0,3370.60791015625,25,1920,1080.0,3444396135,75,yuv420p,40.772762298583984,3.312701940536499,7.657344818115234,12.395424842834473,13.549721717834473,94.19586944580078,76.71758270263672,6.261143207550049,83.64460754394531,84.31980895996094,12023.44921875,475.6725158691406,1326.4775390625,679.3778686523438,896.1485595703125,93.25862884521484,75.01376342773438,7.527634620666504,75.8285140991211,79.98133087158203,162.25965881347656,132.72586059570312,12.47742748260498,133.270263671875,140.35862731933594,127.90118408203125,114.56534576416016,5.580583572387695,127.44064331054688,124.3700942993164,152.06956481933594,120.0420150756836,13.400439262390137,120.9361343383789,128.50909423828125,42.578556060791016,37.8831787109375,1.771514892578125,41.7355842590332,41.006683349609375,33.21803665161133,27.207019805908203,2.4338550567626953,32.79835891723633,31.516551971435547,16.954378128051758,15.931049346923828,0.1714174598455429,16.1840877532959,16.18229103088379,67.55191040039062,42.018516540527344,10.522695541381836,66.35865783691406,60.70834732055664,0.012437811121344566,0.0,0.0033970146905630827,0.0,0.0009950248058885336,0.040123455226421356,0.0,0.009147359989583492,0.018518518656492233,0.01913580298423767,0,16.2684268951416,3.546539306640625,2.4732649326324463,10.790078163146973,11.76846694946289,,,,,,,,,,,,,,,,stacking,95%,3.63,0.12,True,,,,,,,,,,eac3,48000.0,2.0,0.25600001215934753,udp://224.0.1.3:5678,534,Servir y proteger,La 1 HD,RTVE,16.0,[]
1651850412113,62753ca0e3864f57e95e9c19,2022-05-06 00:00:00+02:00,live,6275192fd5f2191380c9e9a7,62753cac764459020f0d399c,super_exhaustive,"[3.01, 5.0]",0,2022-05-06 17:20:08 CEST,,,,h264,interlaced,3.0,3832.877197265625,25,1920,1080.0,3444666135,75,yuv420p,16.594860076904297,6.581249237060547,2.549015522003174,10.127717018127441,10.736845016479492,88.33167266845703,81.52146911621094,1.8299554586410522,84.85194396972656,84.75553131103516,821.4027709960938,455.5413818359375,80.21715545654297,599.5062866210938,602.2695922851562,76.0807113647461,75.0259017944336,0.2378537654876709,75.55378723144531,75.54370880126953,134.09779357910156,133.10011291503906,0.16553714871406555,133.47584533691406,133.5273895263672,127.5049057006836,127.02312469482422,0.1303422600030899,127.23750305175781,127.24239349365234,122.22049713134766,119.746337890625,0.6016486287117004,120.80037689208984,120.83709716796875,42.42884826660156,41.89092254638672,0.13056109845638275,42.230567932128906,42.20142364501953,32.92546463012695,32.367637634277344,0.1322597861289978,32.68313217163086,32.65275955200195,16.408668518066406,16.09637451171875,0.08856607973575592,16.268260955810547,16.242597579956055,67.74740600585938,65.64071655273438,0.5642662644386292,66.92178344726562,66.87738037109375,0.012437811121344566,0.0,0.003865271108224988,0.0,0.0013266998576000333,0.043209876865148544,0.003086419776082039,0.009451350197196007,0.021604938432574272,0.02123456820845604,0,12.130183219909668,9.971498489379883,0.4952453374862671,10.97142505645752,10.98410701751709,,,,,,,,,,,,,,,,stacking,95%,4.08,0.121,True,,,,,,,,,,eac3,48000.0,2.0,0.25600001215934753,udp://224.0.1.3:5678,534,Servir y proteger,La 1 HD,RTVE,16.0,[]
1651850414985,62753ca0e3864f57e95e9c19,2022-05-06 00:00:00+02:00,live,6275192fd5f2191380c9e9a7,62753caf764459020f0d399d,super_exhaustive,"[3.04, 5.0]",0,2022-05-06 17:20:12 CEST,,,,h264,interlaced,3.0,3392.5546875,25,1920,1080.0,3444936135,75,yuv420p,10.152225494384766,5.876877784729004,0.9300460815429688,7.932440280914307,7.930158615112305,87.6146469116211,82.58069610595703,1.1748327016830444,84.71983337402344,84.63285064697266,614.6334228515625,386.1502380371094,47.80781555175781,492.43475341796875,486.78765869140625,75.64176940917969,75.06453704833984,0.11843486875295639,75.41654968261719,75.41468811035156,133.7591552734375,133.21786499023438,0.10544005036354065,133.44607543945312,133.453369140625,127.43264770507812,127.07242584228516,0.07582072913646698,127.1747055053711,127.19271087646484,121.51090240478516,120.07437896728516,0.2731838822364807,120.52931213378906,120.57164001464844,42.73080825805664,42.13149642944336,0.16774886846542358,42.35883712768555,42.39488220214844,32.739322662353516,32.44307327270508,0.06353828310966492,32.539344787597656,32.547794342041016,16.284364700317383,16.136642456054688,0.032282955944538116,16.196514129638672,16.202943801879883,67.80242919921875,66.00995635986328,0.3534204661846161,66.94972229003906,66.91131591796875,0.012437811121344566,0.0,0.002453718101605773,0.0,0.0004975124029442668,0.07098765671253204,0.0,0.01634041778743267,0.03086419776082039,0.031646087765693665,0,12.623795509338379,10.373085975646973,0.5949594378471375,11.328034400939941,11.424739837646484,,,,,,,,,,,,,,,,stacking,95%,4.11,0.116,True,,,,,,,,,,eac3,48000.0,2.0,0.25600001215934753,udp://224.0.1.3:5678,534,Servir y proteger,La 1 HD,RTVE,16.0,[]
1651850418197,62753ca0e3864f57e95e9c19,2022-05-06 00:00:00+02:00,live,6275192fd5f2191380c9e9a7,62753cb293e79167f16e0ea2,super_exhaustive,"[3.03, 5.0]",0,2022-05-06 17:20:14 CEST,,,,h264,interlaced,3.0,3522.639892578125,25,1920,1080.0,3445206135,75,yuv420p,10.808955192565918,4.5347747802734375,1.703033685684204,7.0630998611450195,7.523830413818359,87.63642120361328,81.19219970703125,1.2348240613937378,85.8307113647461,85.61649322509766,639.1934814453125,352.20721435546875,65.8442611694336,482.4605712890625,486.69915771484375,76.02235412597656,75.10877227783203,0.19584043323993683,75.56523895263672,75.58853149414062,133.80374145507812,133.25778198242188,0.12063967436552048,133.43789672851562,133.45379638671875,127.62592315673828,127.09825897216797,0.10927122831344604,127.29336547851562,127.30253601074219,121.52667236328125,119.00218200683594,0.5787146091461182,120.71846771240234,120.56083679199219,42.891197204589844,42.39939880371094,0.11209657788276672,42.73444747924805,42.714256286621094,32.8006591796875,32.32709503173828,0.1127128154039383,32.667362213134766,32.657981872558594,16.41629981994629,16.18577766418457,0.0651773139834404,16.350303649902344,16.311363220214844,67.98104858398438,66.30846405029297,0.4040907323360443,67.26083374023438,67.19522857666016,0.012437811121344566,0.0,0.0014361947542056441,0.0,0.00016583748220000416,0.06481481343507767,0.003086419776082039,0.013882615603506565,0.018518518656492233,0.021934157237410545,0,13.168999671936035,9.966987609863281,0.7529425621032715,12.011885643005371,11.803707122802734,,,,,,,,,,,,,,,,stacking,95%,4.1,0.111,True,,,,,,,,,,eac3,48000.0,2.0,0.25600001215934753,udp://224.0.1.3:5678,534,Servir y proteger,La 1 HD,RTVE,16.0,[]
1651850421070,62753ca0e3864f57e95e9c19,2022-05-06 00:00:00+02:00,live,6275192fd5f2191380c9e9a7,62753cb5e3864f57e95e9c1d,super_exhaustive,"[2.82, 4.96]",0,2022-05-06 17:20:18 CEST,,,,h264,interlaced,3.0,3278.38671875,25,1920,1080.0,3445476135,75,yuv420p,53.664676666259766,1.2848591804504395,5.979351043701172,3.011732816696167,3.750173330307007,95.91266632080078,85.66680908203125,1.6296790838241577,95.0228271484375,94.68295288085938,638.1998291015625,459.303466796875,29.531932830810547,504.4617614746094,504.9003601074219,95.31420135498047,75.79315948486328,2.2266392707824707,94.9976577758789,94.77302551269531,163.10635375976562,133.74215698242188,3.3604929447174072,162.8115234375,162.44589233398438,127.17333984375,114.22544860839844,1.4872887134552002,114.28766632080078,114.47600555419922,152.02804565429688,119.51461791992188,3.721235513687134,151.71969604492188,151.25660705566406,42.7568359375,38.54819107055664,0.47374749183654785,38.6926383972168,38.73990249633789,32.32380676269531,27.53818130493164,0.5424260497093201,27.64821434020996,27.70391845703125,16.272645950317383,16.19052505493164,0.015120754949748516,16.22788429260254,16.22693634033203,66.98454284667969,41.71682357788086,2.858964443206787,42.3099365234375,42.59107971191406,0.012437811121344566,0.0,0.0024537164717912674,0.0,0.0004975124029442668,0.03703703731298447,0.0,0.010683643631637096,0.018518518656492233,0.0176954735070467,0,17.010976791381836,10.621790885925293,0.7354751229286194,16.068702697753906,16.043352127075195,1209,1211,"[{'static_image_event_id': 1209, 'consecutive_static_image_frames': 2, 'status': False}, {'static_image_event_id': 1210, 'consecutive_static_image_frames': 4, 'status': False}, {'static_image_event_id': 1211, 'consecutive_static_image_frames': 3, 'status': False}]",,,,,,,,,,,,,stacking,95%,3.89,0.116,True,,,,,,,,,,eac3,48000.0,2.0,0.25600001215934753,udp://224.0.1.3:5678,534,Servir y proteger,La 1 HD,RTVE,16.0,[]
1651850424015,62753ca0e3864f57e95e9c19,2022-05-06 00:00:00+02:00,live,6275192fd5f2191380c9e9a7,62753cb8e3864f57e95e9c1e,super_exhaustive,"[2.58, 4.72]",0,2022-05-06 17:20:21 CEST,,,,h264,interlaced,3.0,3008.61865234375,25,1920,1080.0,3445746135,75,yuv420p,21.992568969726562,3.4824957847595215,7.1324849128723145,5.33770751953125,10.062736511230469,94.79996490478516,80.79449462890625,4.61617374420166,93.43531799316406,90.47929382324219,1692.8228759765625,465.6424560546875,410.30804443359375,527.7012329101562,784.2071533203125,95.1163330078125,93.53790283203125,0.43799299001693726,94.79862976074219,94.60957336425781,162.99221801757812,162.39352416992188,0.13326627016067505,162.7119598388672,162.6996307373047,114.68563079833984,114.21517944335938,0.11850491166114807,114.33291625976562,114.38264465332031,152.01287841796875,150.44578552246094,0.359605997800827,151.47593688964844,151.40875244140625,38.64277267456055,38.101463317871094,0.14510688185691833,38.4556770324707,38.408023834228516,27.609926223754883,27.343412399291992,0.07301915436983109,27.507980346679688,27.487064361572266,16.24720573425293,16.03034019470215,0.06566160917282104,16.156362533569336,16.14884376525879,42.52593994140625,41.23722457885742,0.3320140540599823,41.99534606933594,41.989959716796875,0.024875622242689133,0.0,0.008270558901131153,0.0,0.0064676618203520775,0.06172839552164078,0.006172839552164078,0.009858452714979649,0.018518518656492233,0.021563785150647163,0,16.9400691986084,13.177477836608887,0.9802971482276917,15.724088668823242,15.366710662841797,,,,,,,,,,,,,,,,stacking,95%,3.65,0.17,True,,,,,,,,,,eac3,48000.0,2.0,0.25600001215934753,udp://224.0.1.3:5678,534,Servir y proteger,La 1 HD,RTVE,16.0,[]
1651850427237,62753ca0e3864f57e95e9c19,2022-05-06 00:00:00+02:00,live,6275192fd5f2191380c9e9a7,62753cbbd1aa99e02dd2d279,super_exhaustive,"[2.46, 4.6]",0,2022-05-06 17:20:23 CEST,,,,h264,interlaced,3.0,3980.031982421875,25,1920,1080.0,3446016135,75,yuv420p,17.894458770751953,4.424485206604004,4.869071006774902,11.638482093811035,11.109294891357422,94.8843994140625,85.83352661132812,2.615596294403076,89.90669250488281,89.97029876708984,1050.375732421875,466.8849792480469,181.18218994140625,668.5756225585938,695.028076171875,94.69377899169922,93.25871276855469,0.3777160942554474,94.3281478881836,94.1817398071289,162.9216766357422,162.33221435546875,0.12638545036315918,162.66329956054688,162.6472930908203,114.83541870117188,114.42510986328125,0.08797382563352585,114.59854125976562,114.60494995117188,152.12808227539062,150.80946350097656,0.2476883977651596,151.3386993408203,151.33901977539062,38.566322326660156,38.06589889526367,0.12186390161514282,38.33281326293945,38.318565368652344,27.616668701171875,27.338716506958008,0.06439433991909027,27.463300704956055,27.459922790527344,16.204946517944336,16.07903480529785,0.02835996448993683,16.136093139648438,16.140419006347656,42.44663619995117,41.10455322265625,0.29048997163772583,41.73790740966797,41.77473449707031,0.012437811121344566,0.0,0.002017316408455372,0.0,0.0003316749644000083,0.04938271641731262,0.003086419776082039,0.010152822360396385,0.021604938432574272,0.02415637858211994,0,16.50140953063965,12.826824188232422,1.04884934425354,14.498001098632812,14.667238235473633,,,,,,,,,,,,,,,,stacking,95%,3.53,0.114,True,,,,,,,,,,eac3,48000.0,2.0,0.25600001215934753,udp://224.0.1.3:5678,534,Servir y proteger,La 1 HD,RTVE,16.0,[]
